"X","Y","T","DOY","NAME","POP","N"
9.43852628,54.78499143,2020-03-14,74,"Flensburg",89504,4
9.43852628,54.78499143,2020-03-19,79,"Flensburg",89504,4
9.43852628,54.78499143,2020-03-21,81,"Flensburg",89504,1
9.43852628,54.78499143,2020-03-27,87,"Flensburg",89504,1
9.43852628,54.78499143,2020-04-04,95,"Flensburg",89504,1
9.43852628,54.78499143,2020-04-06,97,"Flensburg",89504,1
9.43852628,54.78499143,2020-04-07,98,"Flensburg",89504,1
9.43852628,54.78499143,2020-04-09,100,"Flensburg",89504,1
9.43852628,54.78499143,2020-05-29,150,"Flensburg",89504,1
9.43852628,54.78499143,2020-06-25,177,"Flensburg",89504,2
9.43852628,54.78499143,2020-03-18,78,"Flensburg",89504,2
9.43852628,54.78499143,2020-03-28,88,"Flensburg",89504,2
9.43852628,54.78499143,2020-05-21,142,"Flensburg",89504,4
9.43852628,54.78499143,2020-06-18,170,"Flensburg",89504,2
9.43852628,54.78499143,2020-03-20,80,"Flensburg",89504,2
9.43852628,54.78499143,2020-05-05,126,"Flensburg",89504,1
9.43852628,54.78499143,2020-03-29,89,"Flensburg",89504,1
9.43852628,54.78499143,2020-04-03,94,"Flensburg",89504,2
9.43852628,54.78499143,2020-05-17,138,"Flensburg",89504,1
9.43852628,54.78499143,2020-05-22,143,"Flensburg",89504,1
9.43852628,54.78499143,2020-05-30,151,"Flensburg",89504,1
9.43852628,54.78499143,2020-06-06,158,"Flensburg",89504,1
9.43852628,54.78499143,2020-06-10,162,"Flensburg",89504,1
9.43852628,54.78499143,2020-03-24,84,"Flensburg",89504,1
9.43852628,54.78499143,2020-03-26,86,"Flensburg",89504,4
9.43852628,54.78499143,2020-04-10,101,"Flensburg",89504,1
9.43852628,54.78499143,2020-05-26,147,"Flensburg",89504,1
9.43852628,54.78499143,2020-03-31,91,"Flensburg",89504,2
9.43852628,54.78499143,2020-03-30,90,"Flensburg",89504,1
10.13238827,54.32478117,2020-06-11,163,"Kiel",247548,2
10.13238827,54.32478117,2020-05-04,125,"Kiel",247548,5
10.13238827,54.32478117,2020-04-13,104,"Kiel",247548,3
10.13238827,54.32478117,2020-04-20,111,"Kiel",247548,14
10.13238827,54.32478117,2020-03-10,70,"Kiel",247548,3
10.13238827,54.32478117,2020-03-11,71,"Kiel",247548,4
10.13238827,54.32478117,2020-03-13,73,"Kiel",247548,1
10.13238827,54.32478117,2020-03-14,74,"Kiel",247548,1
10.13238827,54.32478117,2020-03-16,76,"Kiel",247548,5
10.13238827,54.32478117,2020-03-18,78,"Kiel",247548,5
10.13238827,54.32478117,2020-03-20,80,"Kiel",247548,3
10.13238827,54.32478117,2020-03-21,81,"Kiel",247548,2
10.13238827,54.32478117,2020-03-23,83,"Kiel",247548,11
10.13238827,54.32478117,2020-03-25,85,"Kiel",247548,6
10.13238827,54.32478117,2020-03-27,87,"Kiel",247548,12
10.13238827,54.32478117,2020-03-28,88,"Kiel",247548,11
10.13238827,54.32478117,2020-03-29,89,"Kiel",247548,14
10.13238827,54.32478117,2020-04-01,92,"Kiel",247548,12
10.13238827,54.32478117,2020-04-02,93,"Kiel",247548,10
10.13238827,54.32478117,2020-04-04,95,"Kiel",247548,3
10.13238827,54.32478117,2020-04-05,96,"Kiel",247548,4
10.13238827,54.32478117,2020-04-06,97,"Kiel",247548,4
10.13238827,54.32478117,2020-04-09,100,"Kiel",247548,11
10.13238827,54.32478117,2020-04-10,101,"Kiel",247548,6
10.13238827,54.32478117,2020-04-15,106,"Kiel",247548,9
10.13238827,54.32478117,2020-04-16,107,"Kiel",247548,9
10.13238827,54.32478117,2020-04-17,108,"Kiel",247548,2
10.13238827,54.32478117,2020-04-22,113,"Kiel",247548,4
10.13238827,54.32478117,2020-04-30,121,"Kiel",247548,1
10.13238827,54.32478117,2020-05-02,123,"Kiel",247548,1
10.13238827,54.32478117,2020-05-06,127,"Kiel",247548,2
10.13238827,54.32478117,2020-05-08,129,"Kiel",247548,2
10.13238827,54.32478117,2020-05-11,132,"Kiel",247548,1
10.13238827,54.32478117,2020-05-30,151,"Kiel",247548,1
10.13238827,54.32478117,2020-06-26,178,"Kiel",247548,1
10.13238827,54.32478117,2020-06-30,182,"Kiel",247548,2
10.13238827,54.32478117,2020-03-12,72,"Kiel",247548,4
10.13238827,54.32478117,2020-03-17,77,"Kiel",247548,2
10.13238827,54.32478117,2020-03-19,79,"Kiel",247548,9
10.13238827,54.32478117,2020-03-22,82,"Kiel",247548,2
10.13238827,54.32478117,2020-03-24,84,"Kiel",247548,11
10.13238827,54.32478117,2020-03-26,86,"Kiel",247548,6
10.13238827,54.32478117,2020-03-31,91,"Kiel",247548,3
10.13238827,54.32478117,2020-04-03,94,"Kiel",247548,10
10.13238827,54.32478117,2020-04-07,98,"Kiel",247548,3
10.13238827,54.32478117,2020-04-08,99,"Kiel",247548,5
10.13238827,54.32478117,2020-04-14,105,"Kiel",247548,1
10.13238827,54.32478117,2020-04-18,109,"Kiel",247548,3
10.13238827,54.32478117,2020-04-21,112,"Kiel",247548,5
10.13238827,54.32478117,2020-04-24,115,"Kiel",247548,5
10.13238827,54.32478117,2020-04-25,116,"Kiel",247548,2
10.13238827,54.32478117,2020-04-27,118,"Kiel",247548,3
10.13238827,54.32478117,2020-04-29,120,"Kiel",247548,3
10.13238827,54.32478117,2020-05-09,130,"Kiel",247548,1
10.13238827,54.32478117,2020-06-27,179,"Kiel",247548,1
10.13238827,54.32478117,2020-03-30,90,"Kiel",247548,9
10.13238827,54.32478117,2020-04-11,102,"Kiel",247548,2
10.13238827,54.32478117,2020-04-28,119,"Kiel",247548,5
10.13238827,54.32478117,2020-04-23,114,"Kiel",247548,1
10.13238827,54.32478117,2020-04-26,117,"Kiel",247548,1
10.13238827,54.32478117,2020-06-29,181,"Kiel",247548,1
10.13238827,54.32478117,2020-05-05,126,"Kiel",247548,1
10.13238827,54.32478117,2020-06-25,177,"Kiel",247548,1
10.72758761,53.87251865,2020-03-23,83,"Lübeck",217198,23
10.72758761,53.87251865,2020-04-01,92,"Lübeck",217198,4
10.72758761,53.87251865,2020-04-13,104,"Lübeck",217198,10
10.72758761,53.87251865,2020-04-17,108,"Lübeck",217198,2
10.72758761,53.87251865,2020-04-30,121,"Lübeck",217198,1
10.72758761,53.87251865,2020-04-24,115,"Lübeck",217198,3
10.72758761,53.87251865,2020-06-21,173,"Lübeck",217198,2
10.72758761,53.87251865,2020-04-29,120,"Lübeck",217198,3
10.72758761,53.87251865,2020-03-11,71,"Lübeck",217198,5
10.72758761,53.87251865,2020-03-18,78,"Lübeck",217198,4
10.72758761,53.87251865,2020-03-19,79,"Lübeck",217198,4
10.72758761,53.87251865,2020-03-20,80,"Lübeck",217198,18
10.72758761,53.87251865,2020-03-25,85,"Lübeck",217198,8
10.72758761,53.87251865,2020-03-26,86,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-28,88,"Lübeck",217198,8
10.72758761,53.87251865,2020-03-30,90,"Lübeck",217198,5
10.72758761,53.87251865,2020-03-31,91,"Lübeck",217198,4
10.72758761,53.87251865,2020-04-05,96,"Lübeck",217198,9
10.72758761,53.87251865,2020-04-09,100,"Lübeck",217198,13
10.72758761,53.87251865,2020-04-14,105,"Lübeck",217198,3
10.72758761,53.87251865,2020-04-16,107,"Lübeck",217198,1
10.72758761,53.87251865,2020-04-21,112,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-08,68,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-17,77,"Lübeck",217198,2
10.72758761,53.87251865,2020-03-24,84,"Lübeck",217198,2
10.72758761,53.87251865,2020-04-03,94,"Lübeck",217198,3
10.72758761,53.87251865,2020-04-07,98,"Lübeck",217198,6
10.72758761,53.87251865,2020-04-11,102,"Lübeck",217198,6
10.72758761,53.87251865,2020-04-12,103,"Lübeck",217198,1
10.72758761,53.87251865,2020-04-15,106,"Lübeck",217198,1
10.72758761,53.87251865,2020-04-18,109,"Lübeck",217198,1
10.72758761,53.87251865,2020-04-27,118,"Lübeck",217198,1
10.72758761,53.87251865,2020-05-04,125,"Lübeck",217198,1
10.72758761,53.87251865,2020-05-29,150,"Lübeck",217198,1
10.72758761,53.87251865,2020-02-29,60,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-15,75,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-27,87,"Lübeck",217198,3
10.72758761,53.87251865,2020-04-10,101,"Lübeck",217198,1
10.72758761,53.87251865,2020-04-28,119,"Lübeck",217198,1
10.72758761,53.87251865,2020-06-23,175,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-12,72,"Lübeck",217198,1
10.72758761,53.87251865,2020-03-13,73,"Lübeck",217198,1
10.72758761,53.87251865,2020-05-19,140,"Lübeck",217198,1
9.98447214,54.08112825,2020-04-21,112,"Neumünster",79487,10
9.98447214,54.08112825,2020-04-17,108,"Neumünster",79487,3
9.98447214,54.08112825,2020-03-18,78,"Neumünster",79487,4
9.98447214,54.08112825,2020-03-23,83,"Neumünster",79487,3
9.98447214,54.08112825,2020-03-24,84,"Neumünster",79487,2
9.98447214,54.08112825,2020-03-25,85,"Neumünster",79487,1
9.98447214,54.08112825,2020-03-30,90,"Neumünster",79487,5
9.98447214,54.08112825,2020-04-02,93,"Neumünster",79487,4
9.98447214,54.08112825,2020-04-05,96,"Neumünster",79487,2
9.98447214,54.08112825,2020-04-09,100,"Neumünster",79487,5
9.98447214,54.08112825,2020-04-28,119,"Neumünster",79487,1
9.98447214,54.08112825,2020-05-07,128,"Neumünster",79487,2
9.98447214,54.08112825,2020-05-10,131,"Neumünster",79487,2
9.98447214,54.08112825,2020-03-20,80,"Neumünster",79487,2
9.98447214,54.08112825,2020-04-10,101,"Neumünster",79487,1
9.98447214,54.08112825,2020-04-23,114,"Neumünster",79487,2
9.98447214,54.08112825,2020-04-27,118,"Neumünster",79487,1
9.98447214,54.08112825,2020-05-02,123,"Neumünster",79487,1
9.98447214,54.08112825,2020-03-31,91,"Neumünster",79487,5
9.98447214,54.08112825,2020-04-16,107,"Neumünster",79487,3
9.98447214,54.08112825,2020-04-29,120,"Neumünster",79487,1
9.98447214,54.08112825,2020-05-04,125,"Neumünster",79487,1
9.98447214,54.08112825,2020-05-05,126,"Neumünster",79487,2
9.98447214,54.08112825,2020-05-08,129,"Neumünster",79487,3
9.98447214,54.08112825,2020-05-09,130,"Neumünster",79487,1
9.98447214,54.08112825,2020-05-12,133,"Neumünster",79487,1
9.98447214,54.08112825,2020-03-16,76,"Neumünster",79487,1
9.98447214,54.08112825,2020-03-27,87,"Neumünster",79487,2
9.98447214,54.08112825,2020-04-03,94,"Neumünster",79487,1
9.98447214,54.08112825,2020-04-08,99,"Neumünster",79487,2
9.98447214,54.08112825,2020-04-18,109,"Neumünster",79487,1
9.98447214,54.08112825,2020-04-06,97,"Neumünster",79487,2
9.98447214,54.08112825,2020-04-15,106,"Neumünster",79487,1
9.10758271,54.1341826,2020-03-18,78,"Dithmarschen",133210,5
9.10758271,54.1341826,2020-03-27,87,"Dithmarschen",133210,3
9.10758271,54.1341826,2020-04-02,93,"Dithmarschen",133210,4
9.10758271,54.1341826,2020-04-03,94,"Dithmarschen",133210,4
9.10758271,54.1341826,2020-04-08,99,"Dithmarschen",133210,6
9.10758271,54.1341826,2020-03-05,65,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-30,90,"Dithmarschen",133210,3
9.10758271,54.1341826,2020-04-04,95,"Dithmarschen",133210,2
9.10758271,54.1341826,2020-06-07,159,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-16,168,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-20,172,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-30,182,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-15,75,"Dithmarschen",133210,5
9.10758271,54.1341826,2020-03-25,85,"Dithmarschen",133210,2
9.10758271,54.1341826,2020-03-26,86,"Dithmarschen",133210,2
9.10758271,54.1341826,2020-04-07,98,"Dithmarschen",133210,2
9.10758271,54.1341826,2020-04-09,100,"Dithmarschen",133210,2
9.10758271,54.1341826,2020-04-14,105,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-24,176,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-20,80,"Dithmarschen",133210,3
9.10758271,54.1341826,2020-04-11,102,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-05-05,126,"Dithmarschen",133210,4
9.10758271,54.1341826,2020-06-29,181,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-19,79,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-24,84,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-04-05,96,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-10,162,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-12,164,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-18,170,"Dithmarschen",133210,6
9.10758271,54.1341826,2020-05-04,125,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-23,83,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-03-31,91,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-04-12,103,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-06-05,157,"Dithmarschen",133210,1
9.10758271,54.1341826,2020-04-01,92,"Dithmarschen",133210,2
10.60189983,53.58903497,2020-03-21,81,"Herzogtum Lauenburg",197264,12
10.60189983,53.58903497,2020-03-24,84,"Herzogtum Lauenburg",197264,5
10.60189983,53.58903497,2020-04-13,104,"Herzogtum Lauenburg",197264,6
10.60189983,53.58903497,2020-03-23,83,"Herzogtum Lauenburg",197264,7
10.60189983,53.58903497,2020-04-25,116,"Herzogtum Lauenburg",197264,3
10.60189983,53.58903497,2020-04-06,97,"Herzogtum Lauenburg",197264,7
10.60189983,53.58903497,2020-04-11,102,"Herzogtum Lauenburg",197264,14
10.60189983,53.58903497,2020-04-16,107,"Herzogtum Lauenburg",197264,10
10.60189983,53.58903497,2020-03-11,71,"Herzogtum Lauenburg",197264,2
10.60189983,53.58903497,2020-03-18,78,"Herzogtum Lauenburg",197264,4
10.60189983,53.58903497,2020-03-22,82,"Herzogtum Lauenburg",197264,4
10.60189983,53.58903497,2020-03-25,85,"Herzogtum Lauenburg",197264,7
10.60189983,53.58903497,2020-03-27,87,"Herzogtum Lauenburg",197264,10
10.60189983,53.58903497,2020-03-30,90,"Herzogtum Lauenburg",197264,12
10.60189983,53.58903497,2020-03-31,91,"Herzogtum Lauenburg",197264,20
10.60189983,53.58903497,2020-04-09,100,"Herzogtum Lauenburg",197264,7
10.60189983,53.58903497,2020-04-15,106,"Herzogtum Lauenburg",197264,8
10.60189983,53.58903497,2020-04-18,109,"Herzogtum Lauenburg",197264,3
10.60189983,53.58903497,2020-04-22,113,"Herzogtum Lauenburg",197264,12
10.60189983,53.58903497,2020-04-23,114,"Herzogtum Lauenburg",197264,5
10.60189983,53.58903497,2020-03-02,62,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-03-10,70,"Herzogtum Lauenburg",197264,2
10.60189983,53.58903497,2020-03-16,76,"Herzogtum Lauenburg",197264,3
10.60189983,53.58903497,2020-03-17,77,"Herzogtum Lauenburg",197264,4
10.60189983,53.58903497,2020-03-19,79,"Herzogtum Lauenburg",197264,3
10.60189983,53.58903497,2020-03-26,86,"Herzogtum Lauenburg",197264,12
10.60189983,53.58903497,2020-04-02,93,"Herzogtum Lauenburg",197264,21
10.60189983,53.58903497,2020-04-03,94,"Herzogtum Lauenburg",197264,11
10.60189983,53.58903497,2020-04-07,98,"Herzogtum Lauenburg",197264,10
10.60189983,53.58903497,2020-04-08,99,"Herzogtum Lauenburg",197264,4
10.60189983,53.58903497,2020-04-21,112,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-05-07,128,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-06-02,154,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-03-12,72,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-04-01,92,"Herzogtum Lauenburg",197264,3
10.60189983,53.58903497,2020-04-04,95,"Herzogtum Lauenburg",197264,8
10.60189983,53.58903497,2020-04-14,105,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-04-17,108,"Herzogtum Lauenburg",197264,3
10.60189983,53.58903497,2020-04-28,119,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-06-24,176,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-06-30,182,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-03-13,73,"Herzogtum Lauenburg",197264,4
10.60189983,53.58903497,2020-04-20,111,"Herzogtum Lauenburg",197264,5
10.60189983,53.58903497,2020-04-27,118,"Herzogtum Lauenburg",197264,2
10.60189983,53.58903497,2020-05-13,134,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-06-18,170,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-05-11,132,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-04-24,115,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-04-30,121,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-05-06,127,"Herzogtum Lauenburg",197264,1
10.60189983,53.58903497,2020-06-25,177,"Herzogtum Lauenburg",197264,1
8.896033,54.61548925,2020-03-27,87,"Nordfriesland",165507,5
8.896033,54.61548925,2020-05-31,152,"Nordfriesland",165507,3
8.896033,54.61548925,2020-04-08,99,"Nordfriesland",165507,6
8.896033,54.61548925,2020-03-17,77,"Nordfriesland",165507,8
8.896033,54.61548925,2020-03-18,78,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-06,97,"Nordfriesland",165507,3
8.896033,54.61548925,2020-04-09,100,"Nordfriesland",165507,6
8.896033,54.61548925,2020-04-13,104,"Nordfriesland",165507,2
8.896033,54.61548925,2020-04-21,112,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-23,114,"Nordfriesland",165507,4
8.896033,54.61548925,2020-05-01,122,"Nordfriesland",165507,2
8.896033,54.61548925,2020-05-13,134,"Nordfriesland",165507,3
8.896033,54.61548925,2020-03-23,83,"Nordfriesland",165507,2
8.896033,54.61548925,2020-03-24,84,"Nordfriesland",165507,2
8.896033,54.61548925,2020-03-28,88,"Nordfriesland",165507,4
8.896033,54.61548925,2020-03-30,90,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-02,93,"Nordfriesland",165507,3
8.896033,54.61548925,2020-04-04,95,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-10,101,"Nordfriesland",165507,2
8.896033,54.61548925,2020-04-15,106,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-24,115,"Nordfriesland",165507,1
8.896033,54.61548925,2020-05-21,142,"Nordfriesland",165507,1
8.896033,54.61548925,2020-03-12,72,"Nordfriesland",165507,1
8.896033,54.61548925,2020-03-19,79,"Nordfriesland",165507,2
8.896033,54.61548925,2020-03-21,81,"Nordfriesland",165507,2
8.896033,54.61548925,2020-03-26,86,"Nordfriesland",165507,3
8.896033,54.61548925,2020-03-31,91,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-01,92,"Nordfriesland",165507,2
8.896033,54.61548925,2020-06-01,153,"Nordfriesland",165507,1
8.896033,54.61548925,2020-03-20,80,"Nordfriesland",165507,3
8.896033,54.61548925,2020-03-22,82,"Nordfriesland",165507,1
8.896033,54.61548925,2020-03-29,89,"Nordfriesland",165507,3
8.896033,54.61548925,2020-04-12,103,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-25,116,"Nordfriesland",165507,1
8.896033,54.61548925,2020-04-30,121,"Nordfriesland",165507,1
8.896033,54.61548925,2020-03-25,85,"Nordfriesland",165507,2
8.896033,54.61548925,2020-04-17,108,"Nordfriesland",165507,2
8.896033,54.61548925,2020-05-05,126,"Nordfriesland",165507,1
10.81891353,54.18927498,2020-03-19,79,"Ostholstein",200581,5
10.81891353,54.18927498,2020-03-31,91,"Ostholstein",200581,6
10.81891353,54.18927498,2020-03-23,83,"Ostholstein",200581,3
10.81891353,54.18927498,2020-03-24,84,"Ostholstein",200581,3
10.81891353,54.18927498,2020-03-25,85,"Ostholstein",200581,4
10.81891353,54.18927498,2020-03-26,86,"Ostholstein",200581,1
10.81891353,54.18927498,2020-03-30,90,"Ostholstein",200581,5
10.81891353,54.18927498,2020-04-01,92,"Ostholstein",200581,4
10.81891353,54.18927498,2020-04-03,94,"Ostholstein",200581,4
10.81891353,54.18927498,2020-04-22,113,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-23,114,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-24,115,"Ostholstein",200581,3
10.81891353,54.18927498,2020-04-28,119,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-29,120,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-10,101,"Ostholstein",200581,2
10.81891353,54.18927498,2020-03-10,70,"Ostholstein",200581,1
10.81891353,54.18927498,2020-03-15,75,"Ostholstein",200581,2
10.81891353,54.18927498,2020-03-16,76,"Ostholstein",200581,1
10.81891353,54.18927498,2020-03-18,78,"Ostholstein",200581,2
10.81891353,54.18927498,2020-04-02,93,"Ostholstein",200581,4
10.81891353,54.18927498,2020-04-16,107,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-25,116,"Ostholstein",200581,1
10.81891353,54.18927498,2020-03-29,89,"Ostholstein",200581,3
10.81891353,54.18927498,2020-04-11,102,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-30,121,"Ostholstein",200581,1
10.81891353,54.18927498,2020-03-21,81,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-08,99,"Ostholstein",200581,2
10.81891353,54.18927498,2020-04-05,96,"Ostholstein",200581,1
10.81891353,54.18927498,2020-03-28,88,"Ostholstein",200581,1
10.81891353,54.18927498,2020-05-21,142,"Ostholstein",200581,1
10.81891353,54.18927498,2020-04-09,100,"Ostholstein",200581,1
9.73860559,53.71763327,2020-04-09,100,"Pinneberg",314391,14
9.73860559,53.71763327,2020-05-08,129,"Pinneberg",314391,8
9.73860559,53.71763327,2020-03-16,76,"Pinneberg",314391,6
9.73860559,53.71763327,2020-03-28,88,"Pinneberg",314391,14
9.73860559,53.71763327,2020-04-17,108,"Pinneberg",314391,8
9.73860559,53.71763327,2020-05-07,128,"Pinneberg",314391,9
9.73860559,53.71763327,2020-03-13,73,"Pinneberg",314391,9
9.73860559,53.71763327,2020-03-30,90,"Pinneberg",314391,10
9.73860559,53.71763327,2020-04-05,96,"Pinneberg",314391,12
9.73860559,53.71763327,2020-05-12,133,"Pinneberg",314391,4
9.73860559,53.71763327,2020-03-11,71,"Pinneberg",314391,5
9.73860559,53.71763327,2020-03-14,74,"Pinneberg",314391,7
9.73860559,53.71763327,2020-03-17,77,"Pinneberg",314391,15
9.73860559,53.71763327,2020-03-18,78,"Pinneberg",314391,7
9.73860559,53.71763327,2020-03-19,79,"Pinneberg",314391,8
9.73860559,53.71763327,2020-03-20,80,"Pinneberg",314391,14
9.73860559,53.71763327,2020-03-21,81,"Pinneberg",314391,8
9.73860559,53.71763327,2020-03-22,82,"Pinneberg",314391,10
9.73860559,53.71763327,2020-03-23,83,"Pinneberg",314391,10
9.73860559,53.71763327,2020-03-24,84,"Pinneberg",314391,25
9.73860559,53.71763327,2020-03-25,85,"Pinneberg",314391,17
9.73860559,53.71763327,2020-03-26,86,"Pinneberg",314391,14
9.73860559,53.71763327,2020-03-27,87,"Pinneberg",314391,26
9.73860559,53.71763327,2020-03-31,91,"Pinneberg",314391,15
9.73860559,53.71763327,2020-04-01,92,"Pinneberg",314391,27
9.73860559,53.71763327,2020-04-02,93,"Pinneberg",314391,18
9.73860559,53.71763327,2020-04-03,94,"Pinneberg",314391,41
9.73860559,53.71763327,2020-04-04,95,"Pinneberg",314391,21
9.73860559,53.71763327,2020-04-06,97,"Pinneberg",314391,15
9.73860559,53.71763327,2020-04-07,98,"Pinneberg",314391,47
9.73860559,53.71763327,2020-04-08,99,"Pinneberg",314391,26
9.73860559,53.71763327,2020-04-10,101,"Pinneberg",314391,8
9.73860559,53.71763327,2020-04-12,103,"Pinneberg",314391,5
9.73860559,53.71763327,2020-04-14,105,"Pinneberg",314391,5
9.73860559,53.71763327,2020-04-15,106,"Pinneberg",314391,4
9.73860559,53.71763327,2020-04-24,115,"Pinneberg",314391,7
9.73860559,53.71763327,2020-04-30,121,"Pinneberg",314391,7
9.73860559,53.71763327,2020-05-02,123,"Pinneberg",314391,7
9.73860559,53.71763327,2020-05-05,126,"Pinneberg",314391,3
9.73860559,53.71763327,2020-05-15,136,"Pinneberg",314391,3
9.73860559,53.71763327,2020-03-09,69,"Pinneberg",314391,1
9.73860559,53.71763327,2020-03-12,72,"Pinneberg",314391,2
9.73860559,53.71763327,2020-03-29,89,"Pinneberg",314391,8
9.73860559,53.71763327,2020-04-18,109,"Pinneberg",314391,2
9.73860559,53.71763327,2020-04-23,114,"Pinneberg",314391,13
9.73860559,53.71763327,2020-05-10,131,"Pinneberg",314391,3
9.73860559,53.71763327,2020-05-19,140,"Pinneberg",314391,1
9.73860559,53.71763327,2020-03-03,63,"Pinneberg",314391,1
9.73860559,53.71763327,2020-03-15,75,"Pinneberg",314391,3
9.73860559,53.71763327,2020-04-11,102,"Pinneberg",314391,2
9.73860559,53.71763327,2020-04-16,107,"Pinneberg",314391,2
9.73860559,53.71763327,2020-04-21,112,"Pinneberg",314391,6
9.73860559,53.71763327,2020-04-22,113,"Pinneberg",314391,6
9.73860559,53.71763327,2020-05-14,135,"Pinneberg",314391,1
9.73860559,53.71763327,2020-04-13,104,"Pinneberg",314391,1
9.73860559,53.71763327,2020-04-28,119,"Pinneberg",314391,4
9.73860559,53.71763327,2020-04-29,120,"Pinneberg",314391,3
9.73860559,53.71763327,2020-05-01,122,"Pinneberg",314391,7
9.73860559,53.71763327,2020-05-04,125,"Pinneberg",314391,3
9.73860559,53.71763327,2020-05-09,130,"Pinneberg",314391,3
9.73860559,53.71763327,2020-05-16,137,"Pinneberg",314391,2
9.73860559,53.71763327,2020-04-25,116,"Pinneberg",314391,4
9.73860559,53.71763327,2020-03-06,66,"Pinneberg",314391,1
9.73860559,53.71763327,2020-03-10,70,"Pinneberg",314391,1
9.73860559,53.71763327,2020-04-26,117,"Pinneberg",314391,1
9.73860559,53.71763327,2020-04-27,118,"Pinneberg",314391,1
9.73860559,53.71763327,2020-05-13,134,"Pinneberg",314391,1
10.36365486,54.24333641,2020-03-27,87,"Plön",128647,4
10.36365486,54.24333641,2020-03-21,81,"Plön",128647,3
10.36365486,54.24333641,2020-03-24,84,"Plön",128647,7
10.36365486,54.24333641,2020-03-25,85,"Plön",128647,7
10.36365486,54.24333641,2020-03-26,86,"Plön",128647,7
10.36365486,54.24333641,2020-04-01,92,"Plön",128647,6
10.36365486,54.24333641,2020-04-05,96,"Plön",128647,2
10.36365486,54.24333641,2020-04-06,97,"Plön",128647,5
10.36365486,54.24333641,2020-04-11,102,"Plön",128647,5
10.36365486,54.24333641,2020-03-23,83,"Plön",128647,5
10.36365486,54.24333641,2020-03-30,90,"Plön",128647,3
10.36365486,54.24333641,2020-03-31,91,"Plön",128647,2
10.36365486,54.24333641,2020-04-02,93,"Plön",128647,5
10.36365486,54.24333641,2020-04-08,99,"Plön",128647,6
10.36365486,54.24333641,2020-04-10,101,"Plön",128647,1
10.36365486,54.24333641,2020-04-22,113,"Plön",128647,3
10.36365486,54.24333641,2020-03-09,69,"Plön",128647,2
10.36365486,54.24333641,2020-03-14,74,"Plön",128647,3
10.36365486,54.24333641,2020-03-16,76,"Plön",128647,2
